,feat1,feat2,label,dataset
0,-1.23973546892,-0.837804190517,0,Val
1,-0.869483171177,-1.13368137665,0,Test
2,-0.897217636201,-0.668134031596,0,Train
3,-0.648115397289,-1.68614710449,0,Train
4,-0.62736197133,-1.47223147181,0,Val
5,-0.766786788904,-1.02513637164,0,Test
6,-0.933488949007,-0.19232941897,0,Train
7,-2.00940745125,-1.57832027249,0,Val
8,-1.036763052,-1.74807294105,0,Train
9,-0.314599981641,-1.9644424708,0,Train
10,-0.651312348448,-0.318730115068,0,Train
11,-0.777831958469,0.093009283067,0,Train
12,-1.26879484506,-1.04332128419,0,Train
13,-0.180469652275,-0.779601969517,0,Val
14,-0.297597913932,-2.4460712286,0,Val
15,-1.30597108858,-0.393813436999,0,Train
16,-0.702909331557,-1.65908534987,0,Val
17,-2.46120584573,-1.35642230495,0,Train
18,-0.474893857513,-1.74441067083,0,Train
19,-0.374800028829,-0.03286221116,0,Val
20,-1.04658957308,-2.19800930393,0,Val
21,-0.319219698678,-0.52886462595,0,Test
22,-0.915737280097,-0.867999525993,0,Train
23,-0.789059217739,-1.27628269641,0,Train
24,-1.7124192092,-1.66967712069,0,Train
25,-0.0511348825952,-1.74294365248,0,Test
26,-1.24400938288,0.708717638733,0,Train
27,-0.44577915876,-0.269108936143,0,Train
28,-1.4357448879,-0.50549269894,0,Train
29,-0.517006220432,-0.658598026909,0,Test
30,-1.86938713276,-0.697730396385,0,Train
31,-1.0126626401,-0.396469256124,0,Val
32,-1.66684097658,-1.17374097369,0,Train
33,-0.52809432761,-0.889734711072,0,Train
34,-0.729993880012,-1.55316109356,0,Train
35,-1.08174331774,-1.17347132345,0,Val
36,-1.08682789497,-0.851067066933,0,Train
37,-1.49332250788,-1.09345620962,0,Train
38,-1.66528555753,-0.933074107917,0,Train
39,-0.638962785859,-0.948970447592,0,Test
40,-1.87937535856,-1.21111549445,0,Train
41,-1.7101734273,-1.08685720552,0,Test
42,-0.243585817237,-1.2075213963,0,Train
43,-1.38916475253,-0.97335162267,0,Train
44,-0.640617752615,-0.893895044382,0,Train
45,-0.910720735114,-1.15329393844,0,Val
46,-0.444297396123,-1.33831431929,0,Train
47,-1.1807970919,-1.67285143156,0,Test
48,-1.48771286906,-1.05613151999,0,Val
49,-1.88339671677,-0.514917841505,0,Train
50,-1.57346511242,-2.81005779242,0,Test
51,-1.41474220147,-0.697565728063,0,Val
52,-1.68934009522,-0.809109600942,0,Train
53,-1.46441564646,-1.08178606079,0,Train
54,-2.21658437954,-0.286048050089,0,Train
55,-1.42473776583,-0.502650270925,0,Test
56,-1.04776881102,-0.908117715741,0,Train
57,-1.4623972482,-1.3933889135,0,Val
58,-1.14365824885,-0.960263897479,0,Train
59,0.124859226866,-1.47742090739,0,Train
60,-1.60050324934,-0.922925033175,0,Train
61,-0.618467397795,-1.03375118647,0,Val
62,-0.553694669579,-0.679081523219,0,Test
63,-1.24887975399,-2.41723366339,0,Val
64,0.229925256889,-0.542728797785,0,Val
65,-0.968450712372,-0.541808483663,0,Train
66,-0.683795189914,0.210666354295,0,Train
67,-1.06913130618,-0.239822969803,0,Val
68,-0.988876523613,-1.18835110998,0,Train
69,-1.65063384556,-0.428336824079,0,Test
70,-0.377628638923,-1.18414911592,0,Val
71,-2.26245912675,0.0688696948194,0,Train
72,-1.02258894245,-1.10825223439,0,Test
73,-2.65194977907,-1.12522470917,0,Train
74,-0.565314266737,-2.56147270044,0,Train
75,-1.3143097529,-0.837418920108,0,Val
76,-0.798990455474,0.0434318721319,0,Train
77,-0.832726873511,-0.385484624432,0,Val
78,-1.78262647471,-1.0753360882,0,Test
79,-0.963534282982,-0.891277374539,0,Train
80,-0.775453491356,-1.60011645482,0,Train
81,-1.84022139802,-1.08851269469,0,Test
82,-0.796928377217,-0.0817412349555,0,Val
83,-1.10895312889,-1.39723747508,0,Train
84,-1.77567439311,-2.42239356817,0,Val
85,-0.286492092906,-0.699675655653,0,Val
86,-0.973760735568,-1.08408114606,0,Test
87,-1.05695098302,-1.77453870813,0,Val
88,-0.469581509864,-0.902224556787,0,Test
89,-0.846440676439,-0.848369329404,0,Val
90,-0.730488201553,-0.730053314932,0,Train
91,-1.22790591587,-0.253298894423,0,Train
92,-0.426178096531,-1.90235217181,0,Train
93,-1.59414887783,-0.312112591924,0,Train
94,-0.875687003574,0.121273611158,0,Train
95,-2.77085873339,-2.29023931101,0,Val
96,-0.499763098977,-1.54796187194,0,Train
97,-0.892418520807,-1.01483179563,0,Val
98,-1.31101655918,-1.96939871409,0,Train
99,-0.0303019776325,-0.813969733292,0,Val
100,-1.27564406799,-0.691348883713,0,Train
101,-1.88040241604,-2.35406983204,0,Train
102,-0.98405964473,-1.34173254369,0,Train
103,-0.952273504578,-0.276612840477,0,Train
104,-0.320217596288,-1.2746481389,0,Test
105,-0.848420079003,-1.33466889598,0,Train
106,-1.34505329922,0.267805150623,0,Val
107,-0.804435757775,-0.35403951303,0,Val
108,-0.754402677949,-1.14018590751,0,Val
109,-1.51458207252,-0.611431179171,0,Val
110,-1.03463704133,-0.722305876725,0,Val
111,-0.196169524231,-1.64264767666,0,Train
112,-0.609684129889,-0.538328415351,0,Val
113,-1.12387585602,-0.750875546215,0,Train
114,-1.10894755429,-1.34670062739,0,Val
115,0.0199723145487,-0.731998185678,0,Val
116,0.244649617866,-0.104975605932,0,Train
117,-1.57171887085,-1.53708537288,0,Train
118,-1.28642881952,-1.15317718893,0,Train
119,-1.63006143724,-1.63623688903,0,Val
120,-1.4948916553,-2.35132860315,0,Train
121,-0.772425232978,0.484669089149,0,Train
122,-1.78995871904,-1.39900935227,0,Val
123,0.160587750511,0.353650354365,0,Val
124,0.0216268141195,-0.761820874649,0,Train
125,-1.60465164595,-0.942327355263,0,Test
126,-0.266624165979,-1.83212779971,0,Train
127,-0.995015775893,-1.2243695793,0,Train
128,-1.55496121497,-1.34833179634,0,Train
129,-1.58310836074,-0.376601403929,0,Train
130,0.217307215326,-0.838935830085,0,Train
131,-1.20057763932,-0.937210958016,0,Train
132,-1.74053330739,-1.18738230408,0,Train
133,-0.978164663917,-0.372315481474,0,Val
134,-0.229899610921,-0.782928395035,0,Test
135,-1.80038912066,-1.43673583619,0,Val
136,-1.58005059406,-1.63466484036,0,Test
137,-0.738705755837,-0.806611530123,0,Test
138,-0.97394013658,-0.496982726546,0,Val
139,-1.71452466618,0.804553709664,0,Train
140,-0.923841693173,-0.418809911207,0,Test
141,-1.75645381284,-0.578464728783,0,Train
142,-0.619411680811,-1.15055281026,0,Test
143,-1.8942280269,-1.47168895826,0,Test
144,-1.55153934592,-1.11349273535,0,Train
145,-0.202815794693,-0.837770100163,0,Val
146,-0.59452900778,0.26776772947,0,Test
147,-0.599241057754,-1.33478054033,0,Train
148,-0.881366353888,-1.34469633304,0,Train
149,-0.535541936106,-1.23522539655,0,Test
150,-0.323577564051,0.452978526242,0,Train
151,-1.16356704048,-0.853775463713,0,Train
152,-0.426127441349,-1.94283240689,0,Train
153,-0.708563147712,-0.0507282398488,0,Train
154,-0.559054858373,-0.70040786213,0,Test
155,-0.0900495671114,-2.02802435832,0,Train
156,-0.559499513053,-1.12763315118,0,Val
157,-0.382810211493,0.207771550966,0,Train
158,-1.64180566318,-0.651057139547,0,Train
159,0.158908470971,-1.25315929847,0,Val
160,-1.76558732596,-0.824685206309,0,Train
161,-2.32968828672,-0.110612132111,0,Train
162,-1.95033188334,0.0341950634808,0,Train
163,-0.81331893949,-0.121118329881,0,Train
164,-1.07731762813,-0.446466079422,0,Test
165,-0.491739190154,-0.599424623076,0,Val
166,-0.684273385896,-1.91790811533,0,Train
167,-1.75768862106,-0.691963233883,0,Train
168,-0.579673417788,-2.18305374182,0,Train
169,-1.3037897978,-0.540144887268,0,Test
170,-1.00311656985,-1.53278782241,0,Train
171,-0.462339406834,-0.548569246901,0,Train
172,-0.708557843605,-1.04450243113,0,Test
173,-0.676396892548,-0.252997072259,0,Train
174,-1.08549632359,-2.33933509695,0,Train
175,-0.844221667969,-1.38307589892,0,Val
176,-1.13575264296,-1.10824905711,0,Test
177,-1.02863416935,-1.7011311831,0,Train
178,-1.77726626867,-1.89850169479,0,Train
179,-0.66082412635,-1.65583128984,0,Train
180,-1.56115421214,0.0176027975636,0,Test
181,-1.08515997,-1.25423795438,0,Test
182,-0.719745305148,-0.672306947723,0,Val
183,-1.78222123759,-0.816581874613,0,Test
184,-1.70960497312,-0.781128130367,0,Val
185,-1.1528517369,-0.916487930348,0,Train
186,-1.27287322117,-1.15825231283,0,Train
187,-1.07489636932,-1.17966865043,0,Train
188,-0.232275901531,-1.82913974927,0,Train
189,-1.27596761606,-1.41861998139,0,Train
190,-1.40586457293,-0.69815220594,0,Train
191,-1.47957196246,-0.829396283021,0,Train
192,-0.902806306653,-0.236561617807,0,Train
193,-0.0206355499717,-1.25560195585,0,Train
194,0.712200798917,-0.404892283326,0,Train
195,-1.76765754706,-1.44700650288,0,Test
196,-0.824819633389,-1.26964533014,0,Test
197,-1.91648182932,-1.03735805345,0,Train
198,-0.32235859029,-1.81143397968,0,Train
199,-1.40631455651,-0.810415191693,0,Train
200,-1.19731557985,-0.480081894224,0,Train
201,-1.095981356,-1.02021155002,0,Test
202,-1.06804755226,-0.596241745212,0,Train
203,-0.408686257313,-1.2980293745,0,Val
204,-0.821627734865,-1.1024062654,0,Train
205,-1.45208151432,-1.20857211993,0,Test
206,-0.88459437514,-0.531974484563,0,Train
207,-0.801324979996,0.529627803354,0,Train
208,-1.806489504,-0.0521762193036,0,Test
209,-1.43181781839,-1.07453028589,0,Train
210,-1.2939711783,-0.520308529925,0,Test
211,-1.55171030089,-1.3415708023,0,Test
212,-0.157766093312,-0.986812750494,0,Train
213,-1.19316482627,-1.10297090953,0,Val
214,-0.6946972687,-0.22361427304,0,Train
215,-0.246624145713,-0.259992244285,0,Test
216,-0.586429765608,-1.09330088146,0,Val
217,-1.22325447828,-1.47160203307,0,Train
218,-0.227543581624,-1.65245898205,0,Train
219,-1.40574267808,-0.266650075139,0,Val
220,-2.01695987255,-0.381073803087,0,Train
221,-0.847899331712,-1.50977413087,0,Val
222,0.232780134037,-1.03207701949,0,Val
223,-1.14439195359,-0.361155850009,0,Val
224,-1.20307516549,-0.699229342479,0,Train
225,-1.54861083289,-0.484547369058,0,Train
226,-1.41032256386,-1.4075459469,0,Train
227,-2.52875477135,-1.20834260513,0,Val
228,-1.13442668872,-0.839743070877,0,Val
229,-0.794134775482,-0.449235442243,0,Train
230,-1.49482803064,-1.11598873311,0,Train
231,-0.576096370841,-0.998872408195,0,Train
232,-0.560820040913,-0.822773519058,0,Train
233,-0.758822928225,0.234646382467,0,Train
234,-0.759386352024,-0.483210087765,0,Train
235,-2.01731899412,-0.791400652495,0,Train
236,-1.39422056421,-2.17902188102,0,Test
237,-1.88918674355,-0.584291206362,0,Train
238,0.256309040677,-0.492680584232,0,Val
239,-0.806512666245,-1.58955482766,0,Train
240,-0.239496069955,-1.58324657125,0,Test
241,-0.329542209823,-1.3257519568,0,Val
242,-1.11943632877,-1.10067762989,0,Train
243,-0.33333997435,-0.769654387904,0,Train
244,0.389627561817,-2.03056563262,0,Train
245,-0.269470249556,-1.24175229251,0,Test
246,-0.107512045441,-0.521438350812,0,Train
247,-0.698820183566,-0.754396428928,0,Train
248,-0.169518611365,-0.99454176288,0,Train
249,-1.60191844414,-0.857214876236,0,Val
250,-1.4562746255,-0.470495079165,0,Val
251,-1.51126389202,-1.14542527675,0,Train
252,-1.19641191345,-1.12518908242,0,Test
253,-0.800476807536,0.264349967111,0,Val
254,-0.839421105825,-1.26073687582,0,Train
255,-1.28940549512,-1.5884350492,0,Train
256,-1.38109830428,-0.691726534749,0,Train
257,-0.423160106268,-1.24802393487,0,Test
258,-1.39118818304,-1.27882493521,0,Val
259,-1.35400875539,-0.928052380193,0,Train
260,-1.54380386387,-0.916336183599,0,Val
261,-0.353510237342,-0.743201148497,0,Train
262,-0.316346466536,-1.8319584678,0,Val
263,-0.604551257441,0.674838599189,0,Train
264,-1.2509365556,-0.814101949427,0,Val
265,-2.05619792832,-1.963539231,0,Train
266,-1.29103666777,-0.507450299708,0,Train
267,-0.437738730906,-1.7978264815,0,Train
268,-1.28652078429,-1.97771652475,0,Train
269,-1.41313996256,-1.02294457484,0,Train
270,-1.1130742359,0.0338525646771,0,Val
271,-0.203380939209,0.0524093920877,0,Test
272,-0.858912955674,-0.954248835256,0,Train
273,-0.434068865686,-0.26872039733,0,Train
274,-1.16926729896,-0.647619477622,0,Val
275,-0.868546807164,-1.41222025399,0,Val
276,-1.09402744896,-0.531848346404,0,Test
277,-0.432472115379,-1.76973696277,0,Train
278,-1.0852985344,-2.56307453929,0,Train
279,-1.37492516961,-0.79459558026,0,Test
280,-1.16065492116,-0.430047411879,0,Train
281,-2.22932342335,-0.710741681571,0,Val
282,-0.721226426169,-1.73611990112,0,Train
283,-0.41216433415,0.0105412114788,0,Train
284,0.450481269369,-0.703020375592,0,Val
285,-1.45319058188,-0.567768182177,0,Train
286,-0.201782546894,-1.28258484264,0,Train
287,-1.43854057323,-1.32534326182,0,Test
288,-0.687215129109,-0.715975490345,0,Test
289,-1.68000942963,-0.513455026415,0,Train
290,-1.3845490944,-1.50549261036,0,Train
291,-0.343908213474,-0.846849962571,0,Val
292,-0.938551915783,-1.8302170573,0,Train
293,-0.152251596459,-1.26599592614,0,Val
294,-1.51394014684,-0.794985607374,0,Train
295,-0.482289366414,0.169720708412,0,Train
296,0.483730749402,-1.63947692573,0,Test
297,-1.06158907519,-1.48953504872,0,Train
298,-0.565129959744,-0.311481869945,0,Train
299,-1.10887814966,-0.669548940445,0,Train
300,-0.690977139555,-0.165343610697,0,Val
301,-0.336329498044,-0.393450315576,0,Train
302,-1.60968198354,-1.34892100221,0,Train
303,-2.02972171397,-2.21305929781,0,Test
304,-2.08944767404,-1.57055865878,0,Train
305,-0.177015406285,-1.41449502141,0,Test
306,-0.109528464429,-0.235662519843,0,Train
307,-1.73892359481,-1.40612548043,0,Train
308,-1.63488596107,-2.00937199293,0,Train
309,-0.667232870285,-0.623722683839,0,Train
310,-0.959551152657,-0.849660152797,0,Train
311,-1.35625078395,-1.09870596963,0,Train
312,-0.852165030172,-1.15339172473,0,Train
313,0.421839073924,-1.05592623062,0,Val
314,-1.08428479314,-1.24768242119,0,Train
315,-1.65961117811,-1.49104780117,0,Train
316,-1.52242707764,-0.599105200387,0,Test
317,-1.10083701418,-1.4444798944,0,Train
318,-1.51547489244,-0.765462805973,0,Test
319,-0.708508079035,-1.70693234675,0,Train
320,-0.623438673889,-0.915348478657,0,Train
321,-0.121195466157,-1.09609834468,0,Train
322,-1.58919242661,-1.46256653213,0,Train
323,-1.35415891424,-1.18746312877,0,Train
324,-0.56422126249,-2.27105537168,0,Val
325,-0.774701582123,-1.23664109765,0,Train
326,-0.996747386482,-0.339800030802,0,Train
327,-1.40319616563,-0.649697193514,0,Val
328,-0.160549564286,-0.36020445383,0,Val
329,-0.819967524526,-1.78245384748,0,Val
330,-0.683191867879,-0.439643334464,0,Train
331,-0.639399054193,-1.27736980196,0,Train
332,-0.436402884209,0.100377741082,0,Val
333,-0.652763062668,-1.34054079001,0,Test
334,-1.10540326993,-0.869043057823,0,Train
335,-1.10874155721,-1.48681360931,0,Train
336,-0.754300653224,-1.38885308194,0,Test
337,-1.3729177213,-0.651193073759,0,Test
338,-1.14171278222,-0.954675026146,0,Val
339,-1.77584548891,-0.470513878419,0,Train
340,-1.22757223315,-1.13344404574,0,Train
341,-1.64546477455,-1.86659332703,0,Train
342,-0.484542424355,-2.01827004212,0,Val
343,0.240176513124,-1.10529006149,0,Val
344,-0.513066273022,-0.299200717321,0,Train
345,-0.755110638218,-0.866207919425,0,Train
346,-1.49700834825,-1.13296792285,0,Test
347,-0.54622860009,-0.877120042062,0,Train
348,-2.36330791999,-0.943526693701,0,Train
349,-1.64678980714,-1.05411063252,0,Test
350,0.0332778374129,-0.791317187252,0,Val
351,-1.34800791609,0.0622673793617,0,Train
352,-0.477743662732,-0.638441429416,0,Train
353,-2.52599507322,-1.43430919115,0,Test
354,-1.56427649254,-1.49266741137,0,Train
355,-0.666430999163,0.0473514553713,0,Train
356,-0.960115905802,0.246775160437,0,Test
357,-1.0450042938,0.261603149781,0,Train
358,-0.99525653393,-0.427806683259,0,Val
359,-1.46304214749,-0.110505107526,0,Test
360,-1.59258506962,-0.435394785694,0,Train
361,-0.477989587371,-1.25595269792,0,Train
362,-1.81111420425,-1.11028921299,0,Train
363,-0.615307353169,-1.52155080538,0,Train
364,-1.57717634417,-1.60879197066,0,Train
365,-1.06180373468,-1.05648270001,0,Train
366,-0.267920996702,-2.36460209575,0,Train
367,-0.636469717675,-0.872264460696,0,Val
368,-1.59968772353,-1.68706050585,0,Test
369,-1.23669284233,-1.46593633158,0,Val
370,-1.50838903382,-1.38991331395,0,Test
371,-0.828027400405,-2.0655805894,0,Test
372,-1.17541583325,-2.34350278086,0,Train
373,-0.903633380436,-0.51427599714,0,Train
374,-1.43181246217,-1.97621914493,0,Train
375,-1.30034679921,-1.021167375,0,Train
376,-1.71709871595,-1.25492120827,0,Train
377,-0.519071311481,-1.80367778475,0,Val
378,-0.138428228937,-1.52991529448,0,Test
379,-0.416630987876,-1.09700149837,0,Train
380,-1.63347433941,-1.73451861647,0,Val
381,-0.389436273878,-0.527318199728,0,Test
382,-1.35238109243,-1.77915116598,0,Train
383,-0.394007575409,-0.636427555599,0,Train
384,-0.939964346789,-0.995163288656,0,Test
385,0.00937817171368,-0.102321684626,0,Val
386,-0.866481544442,-1.3708835163,0,Train
387,0.0268390204134,-1.10518337516,0,Train
388,-1.60103369209,0.116757867387,0,Train
389,-1.4087539204,-1.54075123273,0,Train
390,-1.36172376085,-0.240581582949,0,Train
391,-0.0784440467882,-1.07416622772,0,Val
392,-0.924539623557,-1.55443821926,0,Val
393,-0.489856128961,-1.57962992352,0,Val
394,0.083931996041,-1.23389458015,0,Val
395,-1.55227207178,-1.1388618593,0,Val
396,-0.0596791737553,-1.16456150233,0,Train
397,-1.11422554822,-1.20214849574,0,Test
398,-1.40532898098,-0.707278108495,0,Test
399,-0.666965531657,-1.54535736472,0,Train
400,-0.34148452272,-1.20457904876,0,Val
401,-0.507856731359,-0.315142431083,0,Val
402,-0.96858353701,-1.04886608516,0,Train
403,-0.420961057106,-1.27226584858,0,Train
404,-0.852761588453,-0.660827010452,0,Train
405,-1.69786240798,-1.45723457508,0,Test
406,-1.0299495497,-0.541373868182,0,Test
407,-1.29148442396,-1.10886723015,0,Train
408,-0.605717178406,-2.54807468708,0,Val
409,-0.993877171393,-1.3923039683,0,Train
410,-1.07226997519,-0.541612783831,0,Train
411,-1.48171623551,-0.730016579636,0,Train
412,-1.47179679199,-2.04075469927,0,Test
413,-0.678053039072,-0.82418062625,0,Train
414,-1.20150855134,-0.606902753579,0,Train
415,-1.05086013516,-0.0422944462217,0,Val
416,-0.890269658347,-0.921204841127,0,Train
417,-1.05501236673,-1.27102763971,0,Train
418,-0.58890333426,-0.473548449374,0,Train
419,-0.94806472253,-0.379500697701,0,Train
420,-2.0898721155,-0.757782826647,0,Test
421,-1.47174829747,-2.08544782822,0,Train
422,-1.10788954051,-0.45757883615,0,Val
423,-0.421217686414,-0.872169098153,0,Train
424,-1.66429656183,-1.43780315725,0,Val
425,-1.13206871662,-1.45738165551,0,Train
426,-1.66073128238,-0.967060981408,0,Train
427,-1.46900302351,-1.87093507603,0,Train
428,0.031166083905,-1.5214280656,0,Train
429,-1.27191770646,-1.76737099377,0,Train
430,-0.927509122927,-1.24508874145,0,Val
431,-2.4588828981,-0.886711599552,0,Train
432,-0.417712535357,-1.52492190244,0,Test
433,-1.6662589166,-0.948164700929,0,Train
434,-1.1767810262,-0.566612869989,0,Train
435,-1.22628070068,-1.9688665162,0,Train
436,-2.02685695366,-1.59785233192,0,Train
437,-1.15481657641,-0.504867985175,0,Val
438,-0.581830115425,-0.169400904545,0,Test
439,-0.670989262484,-0.128848290955,0,Train
440,-0.925475451925,-1.23844110528,0,Test
441,-1.42932740315,-1.04530733525,0,Train
442,-2.10867435004,-0.470068011526,0,Train
443,-0.670092133903,-1.58662542346,0,Train
444,-0.353456320709,-2.07732645724,0,Train
445,-0.584909518911,-1.03538881174,0,Train
446,-0.136223441703,-0.201991957767,0,Train
447,-0.442641219082,-2.06562153394,0,Test
448,-0.577260821346,-1.04367540678,0,Train
449,0.239966168015,-0.892367418497,0,Train
450,-0.872963134437,-1.34102078241,0,Val
451,-1.20035395086,-1.38540444018,0,Test
452,-0.735578144141,-2.00543044348,0,Train
453,-1.24251995009,-0.6739270719,0,Train
454,-1.09110729664,-1.30540973399,0,Train
455,-0.756513776592,-1.19039894549,0,Train
456,0.0660460729493,-1.15911187711,0,Train
457,-0.946536793963,-0.498218612409,0,Train
458,-1.35730832451,-1.16263269399,0,Train
459,-1.31599874157,-1.24340275742,0,Test
460,-1.37498973465,-0.512079270571,0,Val
461,-1.62315479788,-0.934912802917,0,Train
462,-0.810800166501,-0.165851329176,0,Train
463,-1.29365305464,0.292743237415,0,Val
464,-1.20064970756,-1.61725062301,0,Val
465,-1.31786253818,-1.06416547393,0,Train
466,-0.141853102488,-1.1373230004,0,Train
467,-0.478792871384,-0.845985677938,0,Train
468,-1.36558759682,-0.638832504778,0,Test
469,-0.740917268877,-0.823402956165,0,Train
470,-0.536945287435,-0.623969075783,0,Val
471,-0.771407758339,-0.521067671357,0,Train
472,-1.76333862729,-0.897346821514,0,Val
473,-1.47553145266,-1.23837692124,0,Val
474,-1.01956549876,-1.45578114599,0,Train
475,-2.29663363169,-0.809758451492,0,Test
476,-0.939541990876,-0.49489030615,0,Train
477,-0.863093149523,-1.56823591266,0,Train
478,-1.09615988354,-1.74485609129,0,Test
479,-1.9653005291,-0.709424223826,0,Train
480,-0.484009964314,-0.767093547665,0,Val
481,-1.38796727495,-1.17576101887,0,Train
482,-1.06575028468,-1.91304961015,0,Train
483,-0.73159748058,-2.15918145216,0,Val
484,-0.766987130876,-2.127284236,0,Val
485,-1.07669071406,-1.6828598937,0,Train
486,0.296051285393,-0.928294338391,0,Train
487,-0.447951576111,-0.853565962088,0,Val
488,-0.45831474248,-0.48747765777,0,Test
489,-0.651442566763,-0.416918581997,0,Train
490,-1.4391693601,-2.13836965693,0,Test
491,-0.92465118793,-0.626341157029,0,Train
492,-1.12871956669,-2.10420964676,0,Val
493,-0.417850630511,-0.120946344146,0,Train
494,-0.920934656715,-1.07932548784,0,Test
495,-1.32541882733,-0.702090962381,0,Val
496,-0.682522132884,-1.21222467989,0,Val
497,-1.23157633454,-0.2970803122,0,Train
498,-1.50886179032,-1.63707896687,0,Train
499,-1.70852878896,-0.596271106081,0,Test
500,-0.578347787713,0.530199976296,1,Train
501,-0.0229493144062,1.12264354037,1,Train
502,1.77867479405,1.40973598411,1,Val
503,1.49423933748,1.99128140544,1,Train
504,1.26630679136,1.09606092354,1,Train
