,feat1,feat2,label,dataset
0,0.207797575448,-0.739092601981,0,Val
1,0.0099388327217,-1.00298087102,0,Val
2,-1.14803848417,-0.964623775839,0,Test
3,-0.576410092518,0.00518438230491,0,Train
4,-1.09184337577,-1.34406183354,0,Train
5,-0.293823675745,-0.899768775588,0,Val
6,-0.702241448625,-1.09978285886,0,Val
7,-0.340315515586,-1.63975303957,0,Train
8,0.0109748445769,-0.446920195833,0,Train
9,-1.00755021954,-1.45401036771,0,Test
10,-0.936257975725,-1.33986134956,0,Test
11,-1.12653959037,-0.254973695491,0,Train
12,-1.30926421761,-1.02805239522,0,Train
13,-0.597837280796,-1.3422266956,0,Train
14,-0.785967999291,-0.394210446598,0,Train
15,-0.234705004032,-1.30833251411,0,Train
16,-0.788368182068,-1.78947408676,0,Train
17,-1.39634890609,-1.06992158247,0,Test
18,-0.87597763678,-1.10719373673,0,Train
19,-0.980658559163,-0.72403917211,0,Val
20,-0.121709289841,-0.998558239413,0,Train
21,-1.59574330309,-1.70835498846,0,Train
22,-0.77645060337,-0.723037449252,0,Train
23,-0.0418918530822,-1.11663000003,0,Train
24,-1.04515802932,0.356181248147,0,Train
25,-0.134898592917,-1.60043875566,0,Train
26,0.301247584474,-1.08700422478,0,Train
27,-0.0644838613747,-1.4251611681,0,Val
28,-1.60571182861,0.0548012379459,0,Train
29,-1.31881183706,-1.86372236109,0,Train
30,-1.08639583669,-0.758629655365,0,Train
31,-1.19364477401,-0.603108061737,0,Test
32,-1.04949784477,-1.45649042818,0,Val
33,-1.41983932654,-0.732037564153,0,Train
34,-0.843877839877,-1.03211627648,0,Train
35,-0.449833867682,-0.614838516554,0,Train
36,-1.00776603807,-0.504516207712,0,Train
37,-0.692674952572,-1.22917336935,0,Train
38,-0.102367176031,-0.535310715326,0,Train
39,-1.29452978355,-0.822017274734,0,Train
40,-0.403515454356,-0.298731901145,0,Train
41,-1.13779477361,-1.64780985787,0,Train
42,-1.22813106563,-0.532749448078,0,Val
43,-0.57768890335,-0.938123826807,0,Train
44,-0.738665500439,-1.05374481504,0,Val
45,-0.849865748019,-1.1873843598,0,Val
46,-1.70495067416,-0.806249588635,0,Val
47,-1.60847694331,0.0836070203293,0,Train
48,-0.582021265801,-3.02571445778,0,Train
49,-0.946778949727,-0.913774940643,0,Train
50,-1.38055626927,-0.300358960593,0,Train
51,-0.0525063622042,-0.192853841964,0,Train
52,-0.987469580847,-1.24699713594,0,Train
53,-0.779907453078,-0.738751030981,0,Train
54,-1.0703316006,-1.66782889505,0,Train
55,-0.841187809411,-0.245915255063,0,Test
56,-2.0502009843,-0.952637657704,0,Train
57,-0.471053451837,-0.826214605399,0,Val
58,-0.842707514758,-1.16290168358,0,Train
59,-0.999840426714,-0.0484168907225,0,Train
60,-1.65213561569,-0.373120710252,0,Test
61,-1.73082611996,-1.33812891852,0,Train
62,0.115256000125,-1.04204810868,0,Train
63,-1.28451134089,-0.85125755015,0,Train
64,-0.595865679211,-0.79455437345,0,Train
65,-1.56686752329,-1.08741984276,0,Val
66,-1.86712297259,-1.26238096638,0,Train
67,-1.12366710901,-1.46340121641,0,Train
68,-1.28763938227,-0.832835372249,0,Train
69,-1.51689159721,-1.00973684288,0,Val
70,-1.03092195989,-1.08544731937,0,Train
71,-1.04539374175,-0.990263830086,0,Train
72,-1.44047110242,-0.643224215569,0,Train
73,-1.53068463358,-1.40401814355,0,Train
74,-0.946253281123,-1.76398542562,0,Train
75,-0.649919249974,-0.814186161609,0,Train
76,-0.743511646599,-0.944884231351,0,Train
77,-0.912705747768,-0.473128943126,0,Train
78,-1.23475405939,-0.786607106258,0,Test
79,-0.282290567864,-0.475770100737,0,Train
80,-0.95330472099,-0.842908732071,0,Train
81,0.0826823582514,-0.700755286857,0,Train
82,-0.862656340153,-0.984752497475,0,Train
83,-0.0822428187329,-1.03845140434,0,Train
84,-1.25841965985,-1.354233292,0,Train
85,-1.65284510341,-1.53803391117,0,Train
86,-0.877364723716,-1.93097440009,0,Train
87,-0.903658274729,-0.766299079406,0,Train
88,-1.02392724241,-0.979295429475,0,Test
89,-0.232112935324,-1.16753406447,0,Val
90,-0.848633427182,-0.654590466351,0,Train
91,-1.82868203942,-1.30925587762,0,Train
92,-0.867969935431,-0.18758884448,0,Val
93,-1.37903984577,0.180544968982,0,Val
94,-0.763115842358,-1.28781854258,0,Train
95,-1.5405467261,-1.22909265379,0,Test
96,-1.02517034801,-1.2432029203,0,Train
97,-1.53962538997,-1.23621551753,0,Train
98,-1.3278264605,-1.6773994242,0,Val
99,-1.057491159,-1.18324753126,0,Train
100,-0.142467149436,-1.30374564798,0,Test
101,-0.923325923558,-1.17001290908,0,Val
102,-1.08581998655,-1.24107085407,0,Test
103,-1.81034432585,-0.297892723424,0,Test
104,-0.809705045551,-1.1074623387,0,Train
105,-0.499665215437,-1.5111179921,0,Train
106,-0.899552467405,-1.51363454515,0,Train
107,-1.03310808814,-1.37969354229,0,Train
108,-0.614011422973,-0.597093912698,0,Train
109,0.725638767325,-1.95751905245,0,Train
110,-1.43648087683,-0.36175617969,0,Train
111,-1.98660760476,-1.07064487631,0,Train
112,-1.22661646853,-0.606608129467,0,Val
113,-1.23275299416,-0.743155542281,0,Train
114,-0.908496898623,-2.11861539916,0,Train
115,-0.523559168206,-1.2766169399,0,Test
116,-0.548068176124,-1.65833351898,0,Train
117,-0.495858474808,-1.08901911296,0,Val
118,-1.36630423855,-0.522382241722,0,Train
119,-1.13199113026,-0.893621623964,0,Train
120,-0.518536098532,-1.60855873087,0,Train
121,-1.12220782955,-1.0884671341,0,Val
122,-1.00525956838,-1.63544733881,0,Train
123,-1.11351004386,-1.3105072614,0,Val
124,-0.92349149517,-1.32159492949,0,Val
125,-0.711235286715,-0.809319857305,0,Train
126,-1.21183386401,-1.4549446725,0,Train
127,-0.366910594838,-0.402171720446,0,Test
128,-0.95816824741,-1.32600146278,0,Train
129,-0.447735725349,-0.951490082626,0,Train
130,-1.27382283077,-1.42410485111,0,Val
131,-1.32612226934,-0.761179835675,0,Train
132,-1.62811974174,-0.850530781493,0,Train
133,0.0943544094143,-1.74778715698,0,Train
134,-1.05338095867,-0.97040630076,0,Train
135,-1.89351818815,-1.32000250558,0,Train
136,-1.69804052245,-1.58053288167,0,Test
137,-1.22797919884,-1.62345070641,0,Test
138,-1.32186363196,-2.00155341499,0,Train
139,-0.416259649158,-0.403651594543,0,Train
140,-1.31795843063,-0.563491212937,0,Val
141,-0.841487034878,-1.21631410635,0,Train
142,-0.709056381366,0.0266661095142,0,Train
143,-1.13894682274,-0.0762729164965,0,Val
144,-1.37675494412,-0.753108155943,0,Train
145,-1.65900794575,-0.637031100045,0,Train
146,-1.01150190911,-1.5485648998,0,Train
147,-0.204056682098,-1.08029674903,0,Train
148,-1.51773036175,-0.798313257852,0,Train
149,-1.36929074124,-1.48000855234,0,Train
150,-0.753526541288,-1.43096203818,0,Train
151,-1.53406524348,-0.718435831847,0,Test
152,-0.672934795136,-1.6250276925,0,Val
153,-0.642560061395,-0.49427840891,0,Train
154,-0.581676129654,-0.859280461665,0,Test
155,-1.32051067845,-0.847111406654,0,Test
156,-1.02299888665,-0.785416260006,0,Val
157,-1.25191491647,-0.949508675667,0,Train
158,-2.1002670516,-1.69193169147,0,Val
159,-1.61666773576,-1.3656627129,0,Train
160,-1.28896681937,-0.614381691453,0,Test
161,-0.289717467647,-1.10831451142,0,Test
162,-1.53602245944,-0.863211988476,0,Train
163,-1.84358197009,-0.755227278633,0,Val
164,-1.23233804472,-0.632717099711,0,Train
165,-1.13050942711,-0.83338449101,0,Train
166,-0.797068434535,-0.983503654084,0,Test
167,-0.731410406116,-1.56441203886,0,Val
168,-1.01726725505,-0.761617715053,0,Test
169,-0.949201512931,-0.985666889916,0,Test
170,-1.20959787244,-1.04566858229,0,Train
171,-1.67074393397,-1.31627055645,0,Val
172,-1.31433073248,-1.2052684943,0,Train
173,-0.924092312516,-1.10433299308,0,Val
174,-1.28727621741,-0.460436580916,0,Train
175,-1.48787718343,-1.15053823316,0,Train
176,-1.06460503126,-0.245637193942,0,Test
177,-0.669711994438,-1.33846561423,0,Train
178,-0.874948484891,-0.78425475393,0,Train
179,-0.684762526574,-0.846676382005,0,Test
180,-1.81983167021,-0.988662562832,0,Val
181,-0.0216243970749,-0.681932636031,0,Train
182,-1.20249580774,-0.186272990918,0,Train
183,-0.90186700916,-1.10005513875,0,Train
184,-0.451017045312,-0.360946154208,0,Val
185,-1.43727725058,-1.53961353303,0,Val
186,-0.589710413177,-1.12956442532,0,Train
187,-0.600415567769,-1.83046985256,0,Train
188,-1.84758439959,-0.90492154164,0,Train
189,-0.868021331555,-0.94053769665,0,Train
190,-0.0874076669726,-0.778994383215,0,Train
191,-1.95206200094,-1.16282200895,0,Test
192,-0.986300640317,-1.91472743581,0,Train
193,-1.72481477585,-1.52488966966,0,Val
194,-1.52117748196,-1.14808696399,0,Test
195,-0.260641116802,-1.42784276328,0,Test
196,-0.913543001535,-1.32574102158,0,Val
197,-0.785267353546,-0.904603282232,0,Val
198,-0.828745062597,-0.894544675876,0,Train
199,-1.2756357582,-0.200025409212,0,Train
200,-0.647710993127,0.231343139294,0,Test
201,-0.559630106071,-1.09929240073,0,Train
202,-0.944810160842,-1.61440140702,0,Train
203,-0.529948633828,-1.39706576478,0,Train
204,-1.65956465316,-0.0121179073827,0,Val
205,-1.73095278766,-1.83390500546,0,Train
206,-0.997666442382,-1.70368143762,0,Test
207,-1.6571482986,-0.558413959278,0,Test
208,-0.938851463289,-0.784929349184,0,Train
209,-0.0925504619694,-1.41358570649,0,Test
210,-1.75924404927,-1.15354153311,0,Train
211,-0.701292514321,-0.943303950368,0,Train
212,-1.24317079423,-1.00771701891,0,Train
213,0.104114477676,-0.821258855048,0,Test
214,-0.618267886102,-1.47673463789,0,Train
215,-0.719528438354,-1.51816675996,0,Train
216,-0.629584185204,-0.554380702159,0,Train
217,-0.546677031228,-1.65777568014,0,Test
218,-1.75779665325,-0.939044136815,0,Test
219,-0.87065034198,-1.01687157158,0,Train
220,-0.477049069686,-0.765907428401,0,Train
221,-1.1636958707,-1.59767515149,0,Test
222,-1.0933500123,-1.39326450151,0,Train
223,-0.766966900646,-0.997409623146,0,Val
224,-0.890023395814,-0.613127241368,0,Test
225,-0.90444731317,0.219190883487,0,Test
226,-0.370722001817,-0.554887365851,0,Train
227,-1.33490256313,-1.19896336106,0,Train
228,-1.20671473448,-1.48744208365,0,Train
229,-1.95580002574,-0.332935077462,0,Train
230,-0.77607255237,-1.47595867973,0,Train
231,-0.201322048316,-0.88545207328,0,Train
232,-0.988991986118,-0.497591631408,0,Train
233,-1.15248935935,-1.4590081323,0,Train
234,-1.6078864132,-1.20322289598,0,Train
235,-0.343557602483,-1.03516347821,0,Test
236,-1.00183994264,-0.958481345922,0,Test
237,-2.14269917475,-0.866184179571,0,Train
238,-1.24447198854,-1.02851972205,0,Train
239,-1.72502028277,-0.456244156528,0,Train
240,-1.74864274869,-1.17557815299,0,Train
241,-0.462503290192,-1.28355156307,0,Train
242,-0.649254908873,-0.425169829756,0,Test
243,-1.3295675626,-0.530924178667,0,Train
244,-1.30520504472,-1.81618694116,0,Train
245,-1.48655854199,-0.936306830373,0,Train
246,-0.792944230651,-1.20637470031,0,Train
247,-0.634521552614,-1.54745390445,0,Train
248,-1.14390658087,-0.323379696763,0,Test
249,-1.12714584532,-1.31945658268,0,Test
250,-0.339105373268,1.24217063885,0,Val
251,1.7749957047,1.07777386564,0,Train
252,0.416852062019,0.905468659771,0,Train
253,0.379328105946,0.0576075204213,0,Train
254,1.32032933764,1.60315917852,0,Train
255,1.30713320109,0.471266209752,0,Test
256,2.46682788082,1.38721753453,0,Train
257,1.33847808276,1.62235318215,0,Val
258,1.41877827238,1.51112541276,0,Train
259,1.49132127501,0.947254809629,0,Train
260,1.4476252635,0.519214767554,0,Test
261,1.67465481202,0.521219935405,0,Train
262,1.00613232522,0.824293655365,0,Test
263,1.17017955776,1.03046756639,0,Train
264,1.06546585219,0.696314001042,0,Test
265,0.688239470433,2.1215797937,0,Train
266,0.927574476046,2.01342986796,0,Val
267,1.49462692084,1.26974789912,0,Train
268,0.585911951433,0.977190345824,0,Val
269,0.714892282335,1.09468280289,0,Train
270,1.79187774296,1.05865409573,0,Train
271,0.948038639036,1.20478215428,0,Train
272,0.218119430881,1.27917669797,0,Test
273,0.189739956522,1.26174388757,0,Val
274,1.39111986125,0.795464580374,0,Train
275,0.720307472906,1.00583148245,0,Val
276,1.15162185633,1.2181934362,0,Train
277,0.419040775564,0.764508586148,0,Train
278,1.07818819126,1.00380831425,0,Train
279,0.172520920954,0.849386314453,0,Train
280,1.17213198131,1.89974510153,0,Train
281,1.06680587336,1.04240932327,0,Val
282,0.906024230851,1.83733709831,0,Train
283,0.517769807174,-0.351620075515,0,Train
284,1.00908175518,1.63530512922,0,Train
285,1.88335988247,-0.319823056603,0,Train
286,0.892972896364,1.05427041162,0,Val
287,0.784967572985,0.487112873167,0,Train
288,1.52748824243,0.817611382222,0,Train
289,0.732543957436,1.12562623725,0,Train
290,1.50456515451,1.2436381289,0,Val
291,0.62116810869,0.959504415311,0,Val
292,0.9049642038,0.383648106084,0,Train
293,1.81284219507,1.06753482393,0,Train
294,1.61152791485,1.70306976288,0,Train
295,1.26059668233,0.815476244464,0,Test
296,1.04604322121,0.6323835219,0,Train
297,1.00518014609,1.2933793302,0,Train
298,0.524140950396,0.705515586651,0,Train
299,1.18156740117,1.21518518683,0,Train
300,0.674468398642,1.03930977365,0,Val
301,0.385147264567,1.53085980397,0,Test
302,1.34385171535,0.973393811901,0,Val
303,1.15052002275,0.350911376707,0,Train
304,0.955071498114,1.37635892683,0,Test
305,0.532320984073,0.92475675816,0,Train
306,0.551318711193,0.59688486455,0,Train
307,1.66618997116,0.689312874892,0,Test
308,1.22158195001,0.945090918183,0,Test
309,1.4625777857,1.88024220683,0,Train
310,0.182029510016,0.831701048569,0,Train
311,0.99376285725,0.313360329957,0,Test
312,1.30492896671,0.764514089518,0,Test
313,0.816212399402,1.51114069227,0,Val
314,0.376269198491,0.5283202641,0,Train
315,0.413453083755,1.4288077118,0,Val
316,1.15399139556,0.556463170188,0,Test
317,1.38895648385,0.728826067849,0,Train
318,2.17324220304,0.967938770537,0,Val
319,1.19369022307,0.864103940347,0,Train
320,0.331437701266,0.130842302356,0,Train
321,1.48519857088,0.563144464867,0,Val
322,0.127337163402,1.49599577262,0,Test
323,0.755761439833,1.72348587323,0,Train
324,0.72283736007,1.77420535225,0,Train
325,0.452947378499,1.20381710191,0,Val
326,1.33447714146,0.683804531498,0,Test
327,0.495273101654,0.726665979723,0,Train
328,1.12255152446,1.23846552265,0,Train
329,0.929586270401,1.76073961355,0,Train
330,1.48286932078,1.57919828174,0,Train
331,0.177169989866,0.861824462448,0,Train
332,-0.326011699082,0.813098492954,0,Test
333,1.2386359704,0.914774485742,0,Test
334,1.19224198076,1.3043459127,0,Test
335,1.26784758104,1.07085573356,0,Test
336,0.73167347161,0.832596718527,0,Train
337,1.17012598592,0.873185799263,0,Val
338,1.12159112561,0.447619087638,0,Train
339,0.778314644396,1.68454403317,0,Train
340,1.85041672438,1.32558122303,0,Train
341,0.991421459864,-0.19941900696,0,Train
342,0.838902475718,1.72363362861,0,Train
343,0.395639237224,1.30361896384,0,Train
344,0.881021965796,1.90623680898,0,Train
345,0.145599982351,1.62582855316,0,Test
346,1.23904400369,0.275342804097,0,Val
347,1.31468256564,0.778049207041,0,Test
348,1.25233225471,0.584074523269,0,Test
349,1.44863708477,1.60490019212,0,Train
350,1.20546661153,0.24531138867,0,Val
351,0.89685456539,0.786185474011,0,Test
352,1.14961937539,0.277080661203,0,Train
353,1.01314267593,1.07355983395,0,Train
354,1.09426930587,0.757136354345,0,Test
355,0.683270874553,1.41715830397,0,Val
356,1.99246259605,0.713904300158,0,Val
357,0.512048732044,0.882614030907,0,Train
358,0.684621786091,0.868410314188,0,Train
359,1.37696691823,1.2402907524,0,Train
360,0.368386773457,0.777114813661,0,Train
361,0.788342520275,1.05078649578,0,Val
362,1.06446567718,0.376159782325,0,Test
363,1.22672336061,-0.143383703799,0,Train
364,1.26361625666,1.74194906186,0,Train
365,0.750943927746,0.598463741757,0,Train
366,1.08982282978,0.802344540473,0,Train
367,0.111033226866,2.38964785269,0,Test
368,1.26094883309,1.71016914074,0,Test
369,0.58382050745,1.51440598981,0,Train
370,1.27398830761,0.837169651519,0,Train
371,1.63672909178,1.21685998486,0,Test
372,0.754246381074,1.64745409648,0,Train
373,0.620106100938,0.0488235930168,0,Test
374,0.732428406481,0.409819329752,0,Train
375,0.665297541631,1.20696842239,0,Train
376,1.01051288905,1.11591345455,0,Train
377,1.32554150902,1.5061257828,0,Test
378,0.212663559,0.876181070224,0,Test
379,0.856407501672,0.516402850369,0,Train
380,1.5224747504,1.85444987744,0,Test
381,0.145672692584,0.852253440826,0,Train
382,2.27734912386,0.581351365164,0,Train
383,0.987148391278,1.83269199467,0,Test
384,1.14702096868,0.706391788716,0,Test
385,1.15611319416,0.160517239475,0,Train
386,1.27530100621,0.710470903109,0,Train
387,0.376108188296,1.53171861061,0,Train
388,0.741769956656,1.45380420126,0,Val
389,1.18763718038,0.167980048784,0,Train
390,0.748680432544,0.605957544079,0,Train
391,0.589272600875,1.10420640212,0,Train
392,1.62203225945,0.61553918847,0,Val
393,0.913793977481,0.990874066596,0,Test
394,0.357581575606,1.23233179099,0,Train
395,1.19502130093,0.790368679676,0,Train
396,1.54342787331,0.831083449955,0,Train
397,0.505636403111,0.992816366995,0,Test
398,1.89090860638,0.742342162309,0,Train
399,0.94366564176,0.576727680371,0,Test
400,0.622512101522,1.43158963791,0,Test
401,0.852736127787,1.15621237623,0,Train
402,0.85007231716,2.00094638182,0,Train
403,0.867312583534,0.447956287262,0,Train
404,1.33942756587,0.457715938207,0,Val
405,-0.181677332837,1.80051728624,0,Val
406,1.06601251615,1.72688444386,0,Train
407,1.14778030682,0.284845068832,0,Val
408,0.935055298124,1.8190993772,0,Train
409,1.56688868052,0.407931852926,0,Train
410,1.1078755109,1.3022111339,0,Train
411,1.29846882008,1.22317722592,0,Test
412,0.578226000923,0.909632345171,0,Train
413,1.10683315965,1.77371249755,0,Train
